id,0,1,2,3,4
97,"Sun
","0.000015813
","1
","1
","1
"
98,"Sun
","0.000015813
","1
","1
","1
"
99,"Sun
","0.000015813
","1
","1
","1
"
100,"Sun
","0.000015813
","1
","1
","1
"
101,"Sun
","0.000015813
","1
","1
","1
"
102,"Sun
","0.000015813
","1
","1
","1
"
103,"Sun
","0.000015813
","1
","1
","1
"
104,"Sun
","0.000015813
","1
","1
","1
"
105,"Sun
","0.000015813
","1
","1
","1
"
106,"Sun
","0.000015813
","1
","1
","1
"
107,"Sun
","0.000015813
","1
","1
","1
"
108,"Sun
","0.000015813
","1
","1
","1
"
109,"Sun
","0.000015813
","1
","1
","1
"
110,"Sun
","0.000015813
","1
","1
","1
"
111,"Sun
","0.000015813
","1
","1
","1
"
112,"Sun
","0.000015813
","1
","1
","1
"
113,"Sun
","0.000015813
","1
","1
","1
"
114,"Sun
","0.000015813
","1
","1
","1
"
115,"Sun
","0.000015813
","1
","1
","1
"
116,"Sun
","0.000015813
","1
","1
","1
"
117,"Sun
","0.000015813
","1
","1
","1
"
118,"Sun
","0.000015813
","1
","1
","1
"
119,"Sun
","0.000015813
","1
","1
","1
"
120,"Sun
","0.000015813
","1
","1
","1
"
121,"Sun
","0.000015813
","1
","1
","1
"
122,"Sun
","0.000015813
","1
","1
","1
"
123,"Sun
","0.000015813
","1
","1
","1
"
124,"Sun
","0.000015813
","1
","1
","1
"
125,"Sun
","0.000015813
","1
","1
","1
"
126,"Sun
","0.000015813
","1
","1
","1
"
127,"Sun
","0.000015813
","1
","1
","1
"
128,"Sun
","0.000015813
","1
","1
","1
"
129,"Sun
","0.000015813
","1
","1
","1
"
130,"Sun
","0.000015813
","1
","1
","1
"
131,"Sun
","0.000015813
","1
","1
","1
"
132,"Sun
","0.000015813
","1
","1
","1
"
133,"Sun
","0.000015813
","1
","1
","1
"
134,"Sun
","0.000015813
","1
","1
","1
"
135,"Sun
","0.000015813
","1
","1
","1
"
136,"Sun
","0.000015813
","1
","1
","1
"
137,"Sun
","0.000015813
","1
","1
","1
"
138,"Sun
","0.000015813
","1
","1
","1
"
139,"Sun
","0.000015813
","1
","1
","1
"
140,"Sun
","0.000015813
","1
","1
","1
"
141,"Sun
","0.000015813
","1
","1
","1
"
142,"Sun
","0.000015813
","1
","1
","1
"
143,"Sun
","0.000015813
","1
","1
","1
"
144,"Sun
","0.000015813
","1
","1
","1
"
145,"Sun
","0.000015813
","1
","1
","1
"
146,"Sun
","0.000015813
","1
","1
","1
"
147,"Sun
","0.000015813
","1
","1
","1
"
148,"Sun
","0.000015813
","1
","1
","1
"
149,"Sun
","0.000015813
","1
","1
","1
"
150,"Sun
","0.000015813
","1
","1
","1
"
151,"Sun
","0.000015813
","1
","1
","1
"
152,"Sun
","0.000015813
","1
","1
","1
"
153,"Sun
","0.000015813
","1
","1
","1
"
154,"Sun
","0.000015813
","1
","1
","1
"
155,"Sun
","0.000015813
","1
","1
","1
"
156,"Sun
","0.000015813
","1
","1
","1
"
157,"Sun
","0.000015813
","1
","1
","1
"
158,"Sun
","0.000015813
","1
","1
","1
"
159,"Sun
","0.000015813
","1
","1
","1
"
160,"Sun
","0.000015813
","1
","1
","1
"
161,"Sun
","0.000015813
","1
","1
","1
"
162,"Sun
","0.000015813
","1
","1
","1
"
163,"Sun
","0.000015813
","1
","1
","1
"
164,"Sun
","0.000015813
","1
","1
","1
"
165,"Sun
","0.000015813
","1
","1
","1
"
166,"Sun
","0.000015813
","1
","1
","1
"
167,"Sun
","0.000015813
","1
","1
","1
"
168,"Sun
","0.000015813
","1
","1
","1
"
169,"Sun
","0.000015813
","1
","1
","1
"
170,"Sun
","0.000015813
","1
","1
","1
"
171,"Sun
","0.000015813
","1
","1
","1
"
172,"Sun
","0.000015813
","1
","1
","1
"
173,"Sun
","0.000015813
","1
","1
","1
"
174,"Sun
","0.000015813
","1
","1
","1
"
175,"Sun
","0.000015813
","1
","1
","1
"
176,"Sun
","0.000015813
","1
","1
","1
"
177,"Sun
","0.000015813
","1
","1
","1
"
178,"Sun
","0.000015813
","1
","1
","1
"
179,"Sun
","0.000015813
","1
","1
","1
"
180,"Sun
","0.000015813
","1
","1
","1
"
181,"Sun
","0.000015813
","1
","1
","1
"
182,"Sun
","0.000015813
","1
","1
","1
"
183,"Sun
","0.000015813
","1
","1
","1
"
184,"Sun
","0.000015813
","1
","1
","1
"
185,"Sun
","0.000015813
","1
","1
","1
"
186,"Sun
","0.000015813
","1
","1
","1
"
187,"Sun
","0.000015813
","1
","1
","1
"
188,"Sun
","0.000015813
","1
","1
","1
"
189,"Sun
","0.000015813
","1
","1
","1
"
190,"Sun
","0.000015813
","1
","1
","1
"
191,"Sun
","0.000015813
","1
","1
","1
"
192,"Sun
","0.000015813
","1
","1
","1
"
193,"Sun
","0.000015813
","1
","1
","1
"
194,"Sun
","0.000015813
","1
","1
","1
"
195,"Sun
","0.000015813
","1
","1
","1
"
196,"Sun
","0.000015813
","1
","1
","1
"
197,"Sun
","0.000015813
","1
","1
","1
"
198,"Sun
","0.000015813
","1
","1
","1
"
199,"Sun
","0.000015813
","1
","1
","1
"
200,"Sun
","0.000015813
","1
","1
","1
"
201,"Sun
","0.000015813
","1
","1
","1
"
202,"Sun
","0.000015813
","1
","1
","1
"
203,"Sun
","0.000015813
","1
","1
","1
"
204,"Sun
","0.000015813
","1
","1
","1
"
205,"Sun
","0.000015813
","1
","1
","1
"
206,"Sun
","0.000015813
","1
","1
","1
"
207,"Sun
","0.000015813
","1
","1
","1
"
208,"Sun
","0.000015813
","1
","1
","1
"
209,"Sun
","0.000015813
","1
","1
","1
"
210,"Sun
","0.000015813
","1
","1
","1
"
211,"Sun
","0.000015813
","1
","1
","1
"
212,"Sun
","0.000015813
","1
","1
","1
"
213,"Sun
","0.000015813
","1
","1
","1
"
214,"Sun
","0.000015813
","1
","1
","1
"
215,"Sun
","0.000015813
","1
","1
","1
"
216,"Sun
","0.000015813
","1
","1
","1
"
217,"Sun
","0.000015813
","1
","1
","1
"
218,"Sun
","0.000015813
","1
","1
","1
"
219,"Sun
","0.000015813
","1
","1
","1
"
220,"Sun
","0.000015813
","1
","1
","1
"
221,"Sun
","0.000015813
","1
","1
","1
"
222,"Sun
","0.000015813
","1
","1
","1
"
223,"Sun
","0.000015813
","1
","1
","1
"
224,"Sun
","0.000015813
","1
","1
","1
"
225,"Sun
","0.000015813
","1
","1
","1
"
226,"Sun
","0.000015813
","1
","1
","1
"
227,"Sun
","0.000015813
","1
","1
","1
"
228,"Sun
","0.000015813
","1
","1
","1
"
229,"Sun
","0.000015813
","1
","1
","1
"
230,"Sun
","0.000015813
","1
","1
","1
"
231,"Sun
","0.000015813
","1
","1
","1
"
232,"Sun
","0.000015813
","1
","1
","1
"
233,"Sun
","0.000015813
","1
","1
","1
"
234,"Sun
","0.000015813
","1
","1
","1
"
235,"Sun
","0.000015813
","1
","1
","1
"
236,"Sun
","0.000015813
","1
","1
","1
"
237,"Sun
","0.000015813
","1
","1
","1
"
238,"Sun
","0.000015813
","1
","1
","1
"
239,"Sun
","0.000015813
","1
","1
","1
"
240,"Sun
","0.000015813
","1
","1
","1
"
241,"Sun
","0.000015813
","1
","1
","1
"
242,"Sun
","0.000015813
","1
","1
","1
"
243,"Sun
","0.000015813
","1
","1
","1
"
244,"Sun
","0.000015813
","1
","1
","1
"
245,"Sun
","0.000015813
","1
","1
","1
"
246,"Sun
","0.000015813
","1
","1
","1
"
247,"Sun
","0.000015813
","1
","1
","1
"
248,"Sun
","0.000015813
","1
","1
","1
"
249,"Sun
","0.000015813
","1
","1
","1
"
250,"Sun
","0.000015813
","1
","1
","1
"
251,"Sun
","0.000015813
","1
","1
","1
"
252,"Sun
","0.000015813
","1
","1
","1
"
253,"Sun
","0.000015813
","1
","1
","1
"
254,"Sun
","0.000015813
","1
","1
","1
"
255,"Sun
","0.000015813
","1
","1
","1
"
256,"Sun
","0.000015813
","1
","1
","1
"
257,"Sun
","0.000015813
","1
","1
","1
"
258,"Sun
","0.000015813
","1
","1
","1
"
259,"Sun
","0.000015813
","1
","1
","1
"
260,"Sun
","0.000015813
","1
","1
","1
"
261,"Sun
","0.000015813
","1
","1
","1
"
262,"Sun
","0.000015813
","1
","1
","1
"
263,"Sun
","0.000015813
","1
","1
","1
"
264,"Sun
","0.000015813
","1
","1
","1
"
265,"Sun
","0.000015813
","1
","1
","1
"
266,"Sun
","0.000015813
","1
","1
","1
"
267,"Sun
","0.000015813
","1
","1
","1
"
268,"Sun
","0.000015813
","1
","1
","1
"
269,"Sun
","0.000015813
","1
","1
","1
"
270,"Sun
","0.000015813
","1
","1
","1
"
271,"Sun
","0.000015813
","1
","1
","1
"
272,"Sun
","0.000015813
","1
","1
","1
"
273,"Sun
","0.000015813
","1
","1
","1
"
274,"Sun
","0.000015813
","1
","1
","1
"
275,"Sun
","0.000015813
","1
","1
","1
"
276,"Sun
","0.000015813
","1
","1
","1
"
277,"Sun
","0.000015813
","1
","1
","1
"
278,"Sun
","0.000015813
","1
","1
","1
"
279,"Sun
","0.000015813
","1
","1
","1
"
280,"Sun
","0.000015813
","1
","1
","1
"
281,"Sun
","0.000015813
","1
","1
","1
"
282,"Sun
","0.000015813
","1
","1
","1
"
283,"Sun
","0.000015813
","1
","1
","1
"
284,"Sun
","0.000015813
","1
","1
","1
"
285,"Sun
","0.000015813
","1
","1
","1
"
286,"Sun
","0.000015813
","1
","1
","1
"
287,"Sun
","0.000015813
","1
","1
","1
"
288,"Sun
","0.000015813
","1
","1
","1
"
289,"Sun
","0.000015813
","1
","1
","1
"
290,"Sun
","0.000015813
","1
","1
","1
"
291,"Sun
","0.000015813
","1
","1
","1
"
292,"Sun
","0.000015813
","1
","1
","1
"
293,"Sun
","0.000015813
","1
","1
","1
"
294,"Sun
","0.000015813
","1
","1
","1
"
295,"Sun
","0.000015813
","1
","1
","1
"
296,"Sun
","0.000015813
","1
","1
","1
"
297,"Sun
","0.000015813
","1
","1
","1
"
298,"Sun
","0.000015813
","1
","1
","1
"
299,"Sun
","0.000015813
","1
","1
","1
"
300,"Sun
","0.000015813
","1
","1
","1
"
301,"Sun
","0.000015813
","1
","1
","1
"
302,"Sun
","0.000015813
","1
","1
","1
"
303,"Sun
","0.000015813
","1
","1
","1
"
304,"Sun
","0.000015813
","1
","1
","1
"
305,"Sun
","0.000015813
","1
","1
","1
"
306,"Sun
","0.000015813
","1
","1
","1
"
307,"Sun
","0.000015813
","1
","1
","1
"
308,"Sun
","0.000015813
","1
","1
","1
"
309,"Sun
","0.000015813
","1
","1
","1
"
310,"Sun
","0.000015813
","1
","1
","1
"
311,"Sun
","0.000015813
","1
","1
","1
"
312,"Sun
","0.000015813
","1
","1
","1
"
313,"Sun
","0.000015813
","1
","1
","1
"
314,"Sun
","0.000015813
","1
","1
","1
"
315,"Sun
","0.000015813
","1
","1
","1
"
316,"Sun
","0.000015813
","1
","1
","1
"
317,"Sun
","0.000015813
","1
","1
","1
"
318,"Sun
","0.000015813
","1
","1
","1
"
319,"Sun
","0.000015813
","1
","1
","1
"
320,"Sun
","0.000015813
","1
","1
","1
"
321,"Sun
","0.000015813
","1
","1
","1
"
322,"Sun
","0.000015813
","1
","1
","1
"
323,"Sun
","0.000015813
","1
","1
","1
"
324,"Sun
","0.000015813
","1
","1
","1
"
325,"Sun
","0.000015813
","1
","1
","1
"
326,"Sun
","0.000015813
","1
","1
","1
"
327,"Sun
","0.000015813
","1
","1
","1
"
328,"Sun
","0.000015813
","1
","1
","1
"
329,"Sun
","0.000015813
","1
","1
","1
"
330,"Sun
","0.000015813
","1
","1
","1
"
331,"Sun
","0.000015813
","1
","1
","1
"
332,"Sun
","0.000015813
","1
","1
","1
"
333,"Sun
","0.000015813
","1
","1
","1
"
334,"Sun
","0.000015813
","1
","1
","1
"
335,"Sun
","0.000015813
","1
","1
","1
"
336,"Sun
","0.000015813
","1
","1
","1
"
337,"Sun
","0.000015813
","1
","1
","1
"
338,"Sun
","0.000015813
","1
","1
","1
"
339,"Sun
","0.000015813
","1
","1
","1
"
340,"Sun
","0.000015813
","1
","1
","1
"
341,"Sun
","0.000015813
","1
","1
","1
"
342,"Sun
","0.000015813
","1
","1
","1
"
343,"Sun
","0.000015813
","1
","1
","1
"
344,"Sun
","0.000015813
","1
","1
","1
"
345,"Sun
","0.000015813
","1
","1
","1
"
346,"Sun
","0.000015813
","1
","1
","1
"
347,"Sun
","0.000015813
","1
","1
","1
"
348,"Sun
","0.000015813
","1
","1
","1
"
349,"Sun
","0.000015813
","1
","1
","1
"
350,"Sun
","0.000015813
","1
","1
","1
"
351,"Sun
","0.000015813
","1
","1
","1
"
352,"Sun
","0.000015813
","1
","1
","1
"
353,"Sun
","0.000015813
","1
","1
","1
"
354,"Sun
","0.000015813
","1
","1
","1
"
355,"Sun
","0.000015813
","1
","1
","1
"
356,"Sun
","0.000015813
","1
","1
","1
"
357,"Sun
","0.000015813
","1
","1
","1
"
358,"Sun
","0.000015813
","1
","1
","1
"
359,"Sun
","0.000015813
","1
","1
","1
"
360,"Sun
","0.000015813
","1
","1
","1
"
361,"Sun
","0.000015813
","1
","1
","1
"
362,"Sun
","0.000015813
","1
","1
","1
"
363,"Sun
","0.000015813
","1
","1
","1
"
364,"Sun
","0.000015813
","1
","1
","1
"
365,"Sun
","0.000015813
","1
","1
","1
"
366,"Sun
","0.000015813
","1
","1
","1
"
367,"Sun
","0.000015813
","1
","1
","1
"
368,"Sun
","0.000015813
","1
","1
","1
"
369,"Sun
","0.000015813
","1
","1
","1
"
370,"Sun
","0.000015813
","1
","1
","1
"
371,"Sun
","0.000015813
","1
","1
","1
"
372,"Sun
","0.000015813
","1
","1
","1
"
373,"Sun
","0.000015813
","1
","1
","1
"
374,"Sun
","0.000015813
","1
","1
","1
"
375,"Sun
","0.000015813
","1
","1
","1
"
376,"Sun
","0.000015813
","1
","1
","1
"
377,"Sun
","0.000015813
","1
","1
","1
"
378,"Sun
","0.000015813
","1
","1
","1
"
379,"Sun
","0.000015813
","1
","1
","1
"
380,"Sun
","0.000015813
","1
","1
","1
"
381,"Sun
","0.000015813
","1
","1
","1
"
382,"Sun
","0.000015813
","1
","1
","1
"
383,"Sun
","0.000015813
","1
","1
","1
"
384,"Sun
","0.000015813
","1
","1
","1
"
385,"Sun
","0.000015813
","1
","1
","1
"
386,"Sun
","0.000015813
","1
","1
","1
"
387,"Sun
","0.000015813
","1
","1
","1
"
388,"Sun
","0.000015813
","1
","1
","1
"
389,"Sun
","0.000015813
","1
","1
","1
"
390,"Sun
","0.000015813
","1
","1
","1
"
391,"Sun
","0.000015813
","1
","1
","1
"
392,"Sun
","0.000015813
","1
","1
","1
"
393,"Sun
","0.000015813
","1
","1
","1
"
394,"Sun
","0.000015813
","1
","1
","1
"
395,"Sun
","0.000015813
","1
","1
","1
"
396,"Sun
","0.000015813
","1
","1
","1
"
397,"Sun
","0.000015813
","1
","1
","1
"
398,"Sun
","0.000015813
","1
","1
","1
"
399,"Sun
","0.000015813
","1
","1
","1
"
400,"Sun
","0.000015813
","1
","1
","1
"
401,"Sun
","0.000015813
","1
","1
","1
"
402,"Sun
","0.000015813
","1
","1
","1
"
403,"Sun
","0.000015813
","1
","1
","1
"
404,"Sun
","0.000015813
","1
","1
","1
"
405,"Sun
","0.000015813
","1
","1
","1
"
406,"Sun
","0.000015813
","1
","1
","1
"
407,"Sun
","0.000015813
","1
","1
","1
"
408,"Sun
","0.000015813
","1
","1
","1
"
409,"Sun
","0.000015813
","1
","1
","1
"
410,"Sun
","0.000015813
","1
","1
","1
"
411,"Sun
","0.000015813
","1
","1
","1
"
412,"Sun
","0.000015813
","1
","1
","1
"
413,"Sun
","0.000015813
","1
","1
","1
"
414,"Sun
","0.000015813
","1
","1
","1
"
415,"Sun
","0.000015813
","1
","1
","1
"
416,"Sun
","0.000015813
","1
","1
","1
"
417,"Sun
","0.000015813
","1
","1
","1
"
418,"Sun
","0.000015813
","1
","1
","1
"
419,"Sun
","0.000015813
","1
","1
","1
"
420,"Sun
","0.000015813
","1
","1
","1
"
421,"Sun
","0.000015813
","1
","1
","1
"
422,"Sun
","0.000015813
","1
","1
","1
"
423,"Sun
","0.000015813
","1
","1
","1
"
424,"Sun
","0.000015813
","1
","1
","1
"
425,"Sun
","0.000015813
","1
","1
","1
"
426,"Sun
","0.000015813
","1
","1
","1
"
427,"Sun
","0.000015813
","1
","1
","1
"
428,"Sun
","0.000015813
","1
","1
","1
"
429,"Sun
","0.000015813
","1
","1
","1
"
430,"Sun
","0.000015813
","1
","1
","1
"
431,"Sun
","0.000015813
","1
","1
","1
"
432,"Sun
","0.000015813
","1
","1
","1
"
433,"Sun
","0.000015813
","1
","1
","1
"
434,"Sun
","0.000015813
","1
","1
","1
"
435,"Sun
","0.000015813
","1
","1
","1
"
436,"Sun
","0.000015813
","1
","1
","1
"
437,"Sun
","0.000015813
","1
","1
","1
"
438,"Sun
","0.000015813
","1
","1
","1
"
439,"Sun
","0.000015813
","1
","1
","1
"
440,"Sun
","0.000015813
","1
","1
","1
"
441,"Sun
","0.000015813
","1
","1
","1
"
442,"Sun
","0.000015813
","1
","1
","1
"
443,"Sun
","0.000015813
","1
","1
","1
"
444,"Sun
","0.000015813
","1
","1
","1
"
445,"Sun
","0.000015813
","1
","1
","1
"
446,"Sun
","0.000015813
","1
","1
","1
"
447,"Sun
","0.000015813
","1
","1
","1
"
448,"Sun
","0.000015813
","1
","1
","1
"
449,"Sun
","0.000015813
","1
","1
","1
"
450,"Sun
","0.000015813
","1
","1
","1
"
451,"Sun
","0.000015813
","1
","1
","1
"
452,"Sun
","0.000015813
","1
","1
","1
"
453,"Sun
","0.000015813
","1
","1
","1
"
454,"Sun
","0.000015813
","1
","1
","1
"
455,"Sun
","0.000015813
","1
","1
","1
"
456,"Sun
","0.000015813
","1
","1
","1
"
457,"Sun
","0.000015813
","1
","1
","1
"
458,"Sun
","0.000015813
","1
","1
","1
"
459,"Sun
","0.000015813
","1
","1
","1
"
460,"Sun
","0.000015813
","1
","1
","1
"
461,"Sun
","0.000015813
","1
","1
","1
"
462,"Sun
","0.000015813
","1
","1
","1
"
463,"Sun
","0.000015813
","1
","1
","1
"
464,"Sun
","0.000015813
","1
","1
","1
"
465,"Sun
","0.000015813
","1
","1
","1
"
466,"Sun
","0.000015813
","1
","1
","1
"
467,"Sun
","0.000015813
","1
","1
","1
"
468,"Sun
","0.000015813
","1
","1
","1
"
469,"Sun
","0.000015813
","1
","1
","1
"
470,"Sun
","0.000015813
","1
","1
","1
"
471,"Sun
","0.000015813
","1
","1
","1
"
472,"Sun
","0.000015813
","1
","1
","1
"
473,"Sun
","0.000015813
","1
","1
","1
"
474,"Sun
","0.000015813
","1
","1
","1
"
475,"Sun
","0.000015813
","1
","1
","1
"
476,"Sun
","0.000015813
","1
","1
","1
"
477,"Sun
","0.000015813
","1
","1
","1
"
478,"Sun
","0.000015813
","1
","1
","1
"
479,"Sun
","0.000015813
","1
","1
","1
"
480,"Sun
","0.000015813
","1
","1
","1
"
481,"Sun
","0.000015813
","1
","1
","1
"
482,"Sun
","0.000015813
","1
","1
","1
"
483,"Sun
","0.000015813
","1
","1
","1
"
484,"Sun
","0.000015813
","1
","1
","1
"
485,"Sun
","0.000015813
","1
","1
","1
"
486,"Sun
","0.000015813
","1
","1
","1
"
487,"Sun
","0.000015813
","1
","1
","1
"
488,"Sun
","0.000015813
","1
","1
","1
"
489,"Sun
","0.000015813
","1
","1
","1
"
490,"Sun
","0.000015813
","1
","1
","1
"
491,"Sun
","0.000015813
","1
","1
","1
"
492,"Sun
","0.000015813
","1
","1
","1
"
493,"Sun
","0.000015813
","1
","1
","1
"
494,"Sun
","0.000015813
","1
","1
","1
"
495,"Sun
","0.000015813
","1
","1
","1
"
496,"Sun
","0.000015813
","1
","1
","1
"
497,"Sun
","0.000015813
","1
","1
","1
"
498,"Sun
","0.000015813
","1
","1
","1
"
499,"Sun
","0.000015813
","1
","1
","1
"
500,"Sun
","0.000015813
","1
","1
","1
"
501,"Sun
","0.000015813
","1
","1
","1
"
502,"Sun
","0.000015813
","1
","1
","1
"
503,"Sun
","0.000015813
","1
","1
","1
"
504,"Sun
","0.000015813
","1
","1
","1
"
505,"Sun
","0.000015813
","1
","1
","1
"
506,"Sun
","0.000015813
","1
","1
","1
"
507,"Sun
","0.000015813
","1
","1
","1
"
508,"Sun
","0.000015813
","1
","1
","1
"
509,"Sun
","0.000015813
","1
","1
","1
"
510,"Sun
","0.000015813
","1
","1
","1
"
511,"Sun
","0.000015813
","1
","1
","1
"
512,"Sun
","0.000015813
","1
","1
","1
"
513,"Sun
","0.000015813
","1
","1
","1
"
514,"Sun
","0.000015813
","1
","1
","1
"
515,"Sun
","0.000015813
","1
","1
","1
"
516,"Sun
","0.000015813
","1
","1
","1
"
517,"Sun
","0.000015813
","1
","1
","1
"
518,"Sun
","0.000015813
","1
","1
","1
"
519,"Sun
","0.000015813
","1
","1
","1
"
520,"Sun
","0.000015813
","1
","1
","1
"
521,"Sun
","0.000015813
","1
","1
","1
"
522,"Sun
","0.000015813
","1
","1
","1
"
523,"Sun
","0.000015813
","1
","1
","1
"
524,"Sun
","0.000015813
","1
","1
","1
"
525,"Sun
","0.000015813
","1
","1
","1
"
526,"Sun
","0.000015813
","1
","1
","1
"
527,"Sun
","0.000015813
","1
","1
","1
"
528,"Sun
","0.000015813
","1
","1
","1
"
529,"Sun
","0.000015813
","1
","1
","1
"
530,"Sun
","0.000015813
","1
","1
","1
"
531,"Sun
","0.000015813
","1
","1
","1
"
532,"Sun
","0.000015813
","1
","1
","1
"
533,"Sun
","0.000015813
","1
","1
","1
"
534,"Sun
","0.000015813
","1
","1
","1
"
535,"Sun
","0.000015813
","1
","1
","1
"
536,"Sun
","0.000015813
","1
","1
","1
"
537,"Sun
","0.000015813
","1
","1
","1
"
538,"Sun
","0.000015813
","1
","1
","1
"
539,"Sun
","0.000015813
","1
","1
","1
"
540,"Sun
","0.000015813
","1
","1
","1
"
541,"Sun
","0.000015813
","1
","1
","1
"
542,"Sun
","0.000015813
","1
","1
","1
"
543,"Sun
","0.000015813
","1
","1
","1
"
544,"Sun
","0.000015813
","1
","1
","1
"
545,"Sun
","0.000015813
","1
","1
","1
"
546,"Sun
","0.000015813
","1
","1
","1
"
547,"Sun
","0.000015813
","1
","1
","1
"
548,"Sun
","0.000015813
","1
","1
","1
"
549,"Sun
","0.000015813
","1
","1
","1
"
550,"Sun
","0.000015813
","1
","1
","1
"
551,"Sun
","0.000015813
","1
","1
","1
"
552,"Sun
","0.000015813
","1
","1
","1
"
553,"Sun
","0.000015813
","1
","1
","1
"
554,"Sun
","0.000015813
","1
","1
","1
"
555,"Sun
","0.000015813
","1
","1
","1
"
556,"Sun
","0.000015813
","1
","1
","1
"
557,"Sun
","0.000015813
","1
","1
","1
"
558,"Sun
","0.000015813
","1
","1
","1
"
